ID,Politics_Today,Vaccine_Willingness,Financial_Security,Conflict_1,Conflict_2,Conflict_3,Authoritarian_1,Authoritarian_2,Authoritarian_3,Authoritarian_4,YOB,FSA,Age,Gender,Education,Income,Children,Home_Ownership,Region,Rural_FSA
431,NDP led by Jagmeet Singh,Very willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are too large and we cannot come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1993,N2L,18-34,Female,HS,NA,No,Rented (even if no cash rent is paid)?,Ontario,No
432,Conservative Party led by Erin O’Toole,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Creative,Good manners,1988,V2G,18-34,Female,HS,"$35,000 - $49,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
433,NDP led by Jagmeet Singh,Very willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Curiosity,1993,V3M,18-34,Male,HS,"$50,000 - $69,999",No,Rented (even if no cash rent is paid)?,BC,No
436,Liberal Party led by Justin Trudeau,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Creative,Curiosity,1992,M2J,18-34,Male,Trades,"$50,000 - $69,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
437,Undecided/unsure,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1986,R3J,18-34,Female,Bachelors,"$100,000 - $149,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
438,Undecided/unsure,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Well-behaved,Good manners,1988,L7P,18-34,Male,Bachelors,"$70,000 - $99,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
439,Conservative Party led by Erin O’Toole,Somewhat willing,NA,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are too large and we cannot come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Obedience,Well-behaved,Good manners,1988,V3L,18-34,Male,Bachelors,"$50,000 - $69,999",No,Rented (even if no cash rent is paid)?,BC,No
440,Undecided/unsure,Somewhat willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Creative,Good manners,1987,V4R,18-34,Female,HS,"$100,000 - $149,999",No,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
442,NDP led by Jagmeet Singh,Very willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Curiosity,1987,K7M,18-34,Female,College,"$50,000 - $69,999",No,Rented (even if no cash rent is paid)?,Ontario,No
443,Conservative Party led by Erin O’Toole,NA,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Obedience,Well-behaved,Good manners,1987,M4G,18-34,Male,Advanced,"$70,000 - $99,999",No,Rented (even if no cash rent is paid)?,Ontario,No
444,Don’t intend to vote,Not at all willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are too large and we cannot come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Self-reliance,Well-behaved,Good manners,1987,R3R,18-34,Female,HS,"$70,000 - $99,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
446,Liberal Party led by Justin Trudeau,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Curiosity,1994,K7M,18-34,Female,Advanced,"$50,000 - $69,999",No,Rented (even if no cash rent is paid)?,Ontario,No
449,Don’t intend to vote,NA,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are too large and we cannot come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Obedience,Creative,Good manners,1991,L4G,18-34,Male,Bachelors,"$100,000 - $149,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
450,Conservative Party led by Erin O’Toole,Not too willing,No,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Obedience,Creative,Good manners,1988,V0E,18-34,Male,College,"$35,000 - $49,999",No,Owned by you or a member of your household (even if it is still being paid for)?,BC,Yes
452,Undecided/unsure,Not at all willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Curiosity,1987,N1T,18-34,Female,Advanced,"$150,000 - $199,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
454,Liberal Party led by Justin Trudeau,Very willing,NA,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Independence,Self-reliance,Well-behaved,Curiosity,1990,N5A,18-34,Female,Bachelors,NA,No,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
455,Liberal Party led by Justin Trudeau,Very willing,NA,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Obedience,Creative,Good manners,1990,A0M,18-34,Female,HS,NA,No,Owned by you or a member of your household (even if it is still being paid for)?,Atlantic,Yes
456,Undecided/unsure,NA,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Curiosity,1988,K1M,18-34,Male,Bachelors,"$35,000 - $49,999",No,Rented (even if no cash rent is paid)?,Ontario,No
461,Don’t intend to vote,Somewhat willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Curiosity,1990,R3Y,18-34,Male,Bachelors,"$50,000 - $69,999",No,Rented (even if no cash rent is paid)?,Prairies,No
462,Undecided/unsure,Very willing,NA,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Obedience,Well-behaved,Good manners,1998,M5V,18-34,Female,Bachelors,"$70,000 - $99,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
463,Liberal Party led by Justin Trudeau,Somewhat willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Obedience,Well-behaved,Good manners,1992,T1Y,18-34,Female,Bachelors,"0 - $34,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
467,Liberal Party led by Justin Trudeau,Very willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are too large and we cannot come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Good manners,1986,M2N,18-34,Female,Bachelors,"$50,000 - $69,999",No,Rented (even if no cash rent is paid)?,Ontario,No
471,Liberal Party led by Justin Trudeau,Somewhat willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1962,M6N,55+,Male,Bachelors,NA,No,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
472,Undecided/unsure,Not too willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Curiosity,1963,L1R,55+,Female,Bachelors,"$70,000 - $99,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
473,Liberal Party led by Justin Trudeau,Somewhat willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Well-behaved,Good manners,1963,N7L,55+,Male,College,"$100,000 - $149,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
474,Liberal Party led by Justin Trudeau,NA,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1977,M6S,35-54,Female,Bachelors,"$50,000 - $69,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
475,Undecided/unsure,Not at all willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are too large and we cannot come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Creative,Curiosity,1977,M9B,35-54,Female,Bachelors,"$200,000 and over",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
476,Undecided/unsure,Somewhat willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1958,R1A,55+,Male,HS,"$50,000 - $69,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
477,Liberal Party led by Justin Trudeau,Somewhat willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Well-behaved,Curiosity,1966,L5K,35-54,Female,Bachelors,"$70,000 - $99,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
478,Liberal Party led by Justin Trudeau,Not too willing,No,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1982,L6R,35-54,Female,HS,"0 - $34,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
480,Undecided/unsure,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Well-behaved,Good manners,1959,T4P,55+,Female,HS,"$70,000 - $99,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
481,Undecided/unsure,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Well-behaved,Curiosity,1957,M5R,55+,Female,Bachelors,"$100,000 - $149,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
483,Undecided/unsure,Not at all willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1979,N0K,35-54,Female,College,"$100,000 - $149,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,Yes
484,Liberal Party led by Justin Trudeau,Not too willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Well-behaved,Curiosity,1960,L5L,55+,Male,Bachelors,"$150,000 - $199,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
485,Undecided/unsure,Not at all willing,No,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are too large and we cannot come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Creative,Curiosity,1980,M3B,35-54,Male,Bachelors,"$50,000 - $69,999",No,Rented (even if no cash rent is paid)?,Ontario,No
486,NDP led by Jagmeet Singh,Very willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Self-reliance,Creative,Curiosity,1977,L1R,35-54,Female,Bachelors,"$200,000 and over",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
487,Don’t intend to vote,NA,No,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1984,E5H,35-54,Female,College,"0 - $34,999",Yes,Rented (even if no cash rent is paid)?,Atlantic,No
488,Undecided/unsure,NA,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are too large and we cannot come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Creative,Good manners,1969,V5Z,35-54,Female,Bachelors,"$70,000 - $99,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
490,Liberal Party led by Justin Trudeau,Somewhat willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Well-behaved,Good manners,1962,V5S,55+,Male,HS,"$200,000 and over",Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
493,Don’t intend to vote,Somewhat willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Good manners,1962,N2T,55+,Female,Trades,"0 - $34,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
494,Conservative Party led by Erin O’Toole,Not at all willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Independence,Self-reliance,Well-behaved,Curiosity,1974,M3H,35-54,Male,Advanced,"$100,000 - $149,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
495,NDP led by Jagmeet Singh,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Creative,Curiosity,1974,P6C,35-54,Female,College,"0 - $34,999",No,Rented (even if no cash rent is paid)?,Ontario,No
496,Undecided/unsure,Very willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Creative,Curiosity,1966,L6Z,35-54,Female,Bachelors,"$100,000 - $149,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
498,Undecided/unsure,NA,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Well-behaved,Good manners,1971,M1B,35-54,Male,Bachelors,"$100,000 - $149,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
500,NDP led by Jagmeet Singh,Very willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Independence,Self-reliance,Creative,Curiosity,1956,M2K,55+,Male,Advanced,"$100,000 - $149,999",No,Rented (even if no cash rent is paid)?,Ontario,No
501,Liberal Party led by Justin Trudeau,Somewhat willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Curiosity,1962,P2A,55+,Male,College,"0 - $34,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
502,Undecided/unsure,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Curiosity,1980,B3H,35-54,Female,Advanced,"$35,000 - $49,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Atlantic,No
503,Conservative Party led by Erin O’Toole,NA,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Well-behaved,Good manners,1979,K2J,35-54,Female,Advanced,"$70,000 - $99,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
504,Undecided/unsure,Not at all willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Creative,Good manners,1982,M6M,35-54,Female,HS,"0 - $34,999",No,Rented (even if no cash rent is paid)?,Ontario,No
506,Liberal Party led by Justin Trudeau,Very willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are too large and we cannot come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Obedience,Well-behaved,Good manners,1970,S4P,35-54,Male,Bachelors,"$70,000 - $99,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
507,Undecided/unsure,Somewhat willing,NA,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Well-behaved,Good manners,1972,T5C,35-54,Male,Bachelors,"0 - $34,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
508,Conservative Party led by Erin O’Toole,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Creative,Curiosity,1969,T3A,35-54,Female,College,"$50,000 - $69,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
509,Liberal Party led by Justin Trudeau,NA,NA,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Creative,Good manners,1980,S6H,35-54,Male,Advanced,NA,No,Rented (even if no cash rent is paid)?,Prairies,No
510,NDP led by Jagmeet Singh,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Creative,Curiosity,1961,R0L,55+,Male,College,"$35,000 - $49,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,Yes
511,Liberal Party led by Justin Trudeau,Somewhat willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Well-behaved,Good manners,1964,L2G,55+,Female,Bachelors,"$35,000 - $49,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
512,Conservative Party led by Erin O’Toole,Somewhat willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Independence,Self-reliance,Well-behaved,Good manners,1973,M3A,35-54,Female,Advanced,"$50,000 - $69,999",No,Rented (even if no cash rent is paid)?,Ontario,No
513,Liberal Party led by Justin Trudeau,Very willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Creative,Good manners,1962,B3K,55+,Female,Bachelors,"$70,000 - $99,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Atlantic,No
514,Conservative Party led by Erin O’Toole,Somewhat willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Obedience,Well-behaved,Good manners,1959,N3Y,55+,Female,HS,"$150,000 - $199,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
516,Undecided/unsure,Not too willing,No,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Obedience,Well-behaved,Good manners,1980,M4K,35-54,Female,HS,"$50,000 - $69,999",Yes,Rented (even if no cash rent is paid)?,Ontario,No
517,Undecided/unsure,Somewhat willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Well-behaved,Good manners,1970,T3H,35-54,Female,Advanced,"$200,000 and over",No,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
518,Undecided/unsure,Not at all willing,No,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1977,K6A,35-54,Female,HS,"0 - $34,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
521,Liberal Party led by Justin Trudeau,Not at all willing,No,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Curiosity,1971,L8V,35-54,Male,College,"0 - $34,999",No,Rented (even if no cash rent is paid)?,Ontario,No
522,Undecided/unsure,Not at all willing,No,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are too large and we cannot come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Independence,Self-reliance,Creative,Curiosity,1967,M2J,35-54,Female,Bachelors,"$50,000 - $69,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
523,Undecided/unsure,Somewhat willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Creative,Curiosity,1966,K1C,35-54,Female,Bachelors,NA,No,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
524,Undecided/unsure,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Well-behaved,Good manners,1975,L5V,35-54,Female,Advanced,"$35,000 - $49,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
525,Conservative Party led by Erin O’Toole,Not too willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Obedience,Well-behaved,Good manners,1956,K7P,55+,Male,Advanced,"$70,000 - $99,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
527,Don’t intend to vote,Very willing,Yes,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1958,P7B,55+,Male,College,"0 - $34,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
528,Undecided/unsure,NA,NA,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are too large and we cannot come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1986,M6M,18-34,Female,Bachelors,NA,Yes,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
529,Conservative Party led by Erin O’Toole,Somewhat willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are too large and we cannot come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1980,L3P,35-54,Female,Bachelors,"$70,000 - $99,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
530,NDP led by Jagmeet Singh,Somewhat willing,No,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Well-behaved,Good manners,1979,M1E,35-54,Female,College,"$70,000 - $99,999",No,Rented (even if no cash rent is paid)?,Ontario,No
531,Undecided/unsure,Somewhat willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are too large and we cannot come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Self-reliance,Creative,Good manners,1984,R2V,35-54,Female,HS,"$35,000 - $49,999",No,Rented (even if no cash rent is paid)?,Prairies,No
536,Liberal Party led by Justin Trudeau,Somewhat willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Well-behaved,Good manners,1983,M2N,35-54,Male,Bachelors,"$70,000 - $99,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
537,Undecided/unsure,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1968,B2W,35-54,Female,Bachelors,"$100,000 - $149,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Atlantic,No
538,Undecided/unsure,Not at all willing,No,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1958,L7T,55+,Female,College,"$35,000 - $49,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
539,Undecided/unsure,Somewhat willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1957,L9C,55+,Male,Bachelors,"$70,000 - $99,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
540,Conservative Party led by Erin O’Toole,Not at all willing,NA,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1964,L0R,55+,Female,HS,"$150,000 - $199,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,Yes
542,Liberal Party led by Justin Trudeau,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Good manners,1967,L8K,35-54,Male,Bachelors,"0 - $34,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Ontario,No
543,Conservative Party led by Erin O’Toole,Somewhat willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Creative,Curiosity,1985,V2Y,35-54,Female,HS,"$35,000 - $49,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
544,Undecided/unsure,Not too willing,No,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are too large and we cannot come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Creative,Good manners,1974,T3A,35-54,Male,Advanced,"$70,000 - $99,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
